"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"340","15018 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.2,0.27,0.36,0.46,0.57,0.2,0.27,0.36,0.46,0.57,"Byberry","-74.9899029287174","40.1180250356935",c(-74.9899029287174, 40.1180250356935)
"341","15045 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9888067499855","40.1182042580924",c(-74.9888067499855, 40.1182042580924)
"342","15026 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.2,0.27,0.36,0.46,0.57,0.2,0.27,0.36,0.46,0.57,"Byberry","-74.989671203627","40.1182573036129",c(-74.989671203627, 40.1182573036129)
"343","15024 SUNFLOWER DR",0.03,0.04,0.06,0.1,0.14,0.16,0.22,0.31,0.4,0.5,0.16,0.22,0.31,0.4,0.5,"Byberry","-74.989827862627","40.1181001855603",c(-74.989827862627, 40.1181001855603)
"344","15039 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9889977470142","40.1180139099664",c(-74.9889977470142, 40.1180139099664)
"345","15022 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.27,0.36,0.46,0.57,0.2,0.27,0.36,0.46,0.57,"Byberry","-74.9896258380691","40.1179809596939",c(-74.9896258380691, 40.1179809596939)
"346","13053 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"347","15061 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.09,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9882843543691","40.1187248695917",c(-74.9882843543691, 40.1187248695917)
"348","15020 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.27,0.36,0.46,0.57,0.2,0.27,0.36,0.46,0.57,"Byberry","-74.9897010572636","40.1179058857163",c(-74.9897010572636, 40.1179058857163)
"349","2672 HONEYSUCKLE LN",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9877692966519","40.1209010241036",c(-74.9877692966519, 40.1209010241036)
"350","15016 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.2,0.27,0.36,0.46,0.57,0.2,0.27,0.36,0.46,0.57,"Byberry","-74.9900608565498","40.1178682631741",c(-74.9900608565498, 40.1178682631741)
"351","15041 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.09,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9889286408815","40.1180827813951",c(-74.9889286408815, 40.1180827813951)
"352","15048 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Byberry","-74.9891391332688","40.1187892247189",c(-74.9891391332688, 40.1187892247189)
"353","15075 SUNFLOWER DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9878151028254","40.1191925078172",c(-74.9878151028254, 40.1191925078172)
"354","2684 MARIGOLD LN",0.02,0.03,0.04,0.06,0.1,0.2,0.27,0.36,0.46,0.57,0.2,0.27,0.36,0.46,0.57,"Byberry","-74.9906662128284","40.1170606261697",c(-74.9906662128284, 40.1170606261697)
"355","15033 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.989257321586","40.1177552377434",c(-74.989257321586, 40.1177552377434)
"356","15037 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9891272710707","40.1178848473829",c(-74.9891272710707, 40.1178848473829)
"357","15008 SUNFLOWER DR",0.03,0.04,0.06,0.1,0.14,0.16,0.22,0.31,0.4,0.5,0.16,0.22,0.31,0.4,0.5,"Byberry","-74.9902846665065","40.1176308550302",c(-74.9902846665065, 40.1176308550302)
"358","15031 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9893182662997","40.1176944987202",c(-74.9893182662997, 40.1176944987202)
"359","13058 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"360","13021 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"361","13011 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"362","13004 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"363","13083 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.13,0.18,0.25,0.33,0.43,0.13,0.18,0.25,0.33,0.43,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"364","2666 BLUEBELL CT",0.03,0.05,0.07,0.11,0.16,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Byberry","-74.9845529665245","40.1228094941539",c(-74.9845529665245, 40.1228094941539)
"365","13087 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"366","13079 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"367","13031 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"368","13065 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"369","13062 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"370","13049 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"371","13014 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"372","13044 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"373","13072 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"374","13020 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"375","13045 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"376","13063 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"377","13003 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"378","13078 TOWNSEND RD",0.04,0.06,0.1,0.15,0.21,0.18,0.25,0.34,0.44,0.54,0.18,0.25,0.34,0.44,0.54,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"379","13080 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"380","13071 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"381","13012 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"382","13033 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"383","13023 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"384","13085 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"385","13032 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"386","13075 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"387","13052 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"388","13046 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"389","13055 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"390","13048 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"391","13007 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"392","13036 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"393","13074 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"394","13028 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
