"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"2726","3606 NANTON TER",0.01,0.02,0.04,0.05,0.08,0.22,0.31,0.4,0.5,0.61,0.22,0.31,0.4,0.5,0.61,"Parkwood Manor","-74.9707066197336","40.0910637339775",c(-74.9707066197336, 40.0910637339775)
"2727","3715 GENESEE DR",0.02,0.03,0.04,0.07,0.1,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9697092854074","40.0925712985006",c(-74.9697092854074, 40.0925712985006)
"2728","12422 BARBARY RD",0.03,0.05,0.07,0.11,0.16,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Parkwood Manor","-74.9782357624784","40.1014018457336",c(-74.9782357624784, 40.1014018457336)
"2729","12750 KENNY RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9682570375385","40.1003831561121",c(-74.9682570375385, 40.1003831561121)
"2730","3607 BANDON DR",0.01,0.02,0.03,0.05,0.08,0.21,0.28,0.37,0.48,0.58,0.21,0.28,0.37,0.48,0.58,"Parkwood Manor","-74.9667288336341","40.0936279104284",c(-74.9667288336341, 40.0936279104284)
"2731","12221 SWEET BRIAR RD",0.02,0.04,0.06,0.08,0.13,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9831754000853","40.1000519518119",c(-74.9831754000853, 40.1000519518119)
"2732","3303 LESTER RD",0.01,0.02,0.03,0.05,0.08,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9672505878169","40.1004992374519",c(-74.9672505878169, 40.1004992374519)
"2733","12130 MEDFORD RD",0.02,0.04,0.06,0.09,0.13,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9803628969304","40.0969564953171",c(-74.9803628969304, 40.0969564953171)
"2734","12825 MCCARTHY CIR",0.02,0.03,0.04,0.06,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9628942621149","40.0955257420879",c(-74.9628942621149, 40.0955257420879)
"2735","12817 ELNORA RD",0.01,0.02,0.03,0.04,0.06,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9671210453727","40.0985412164635",c(-74.9671210453727, 40.0985412164635)
"2736","3135 BELGREEN RD",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9753827474617","40.1025610062998",c(-74.9753827474617, 40.1025610062998)
"2737","3401 ORION RD",0.01,0.02,0.03,0.04,0.06,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.964904715299","40.0987601554413",c(-74.964904715299, 40.0987601554413)
"2738","12771 DUNKS FERRY RD",0.02,0.03,0.04,0.06,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9694654293854","40.1022755782203",c(-74.9694654293854, 40.1022755782203)
"2739","3403 ORION RD",0.01,0.02,0.03,0.04,0.06,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9650113504364","40.0987291829276",c(-74.9650113504364, 40.0987291829276)
"2740","13043 TOWNSEND RD",0.03,0.05,0.07,0.11,0.16,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Parkwood Manor","-74.979905190626","40.1047062577702",c(-74.979905190626, 40.1047062577702)
"2741","3046 SECANE PL",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9795138644946","40.1033701349128",c(-74.9795138644946, 40.1033701349128)
"2742","12139 ASTER RD",0.03,0.04,0.06,0.1,0.15,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9814839682293","40.0977496709278",c(-74.9814839682293, 40.0977496709278)
"2743","12574 NANTON DR",0.01,0.02,0.03,0.05,0.07,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.969881513474","40.094374238569",c(-74.969881513474, 40.094374238569)
"2744","11829 BASILE RD",0.03,0.04,0.06,0.1,0.14,0.18,0.25,0.33,0.43,0.53,0.18,0.25,0.33,0.43,0.53,"Parkwood Manor","-74.9831403372912","40.0939737835551",c(-74.9831403372912, 40.0939737835551)
"2745","3032 DERRY RD",0.02,0.03,0.05,0.08,0.12,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9877857949035","40.0936413566924",c(-74.9877857949035, 40.0936413566924)
"2746","11847 BASILE RD",0.03,0.04,0.06,0.09,0.14,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9831626925778","40.0935254436097",c(-74.9831626925778, 40.0935254436097)
"2747","3229 BELGREEN RD",0.02,0.02,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9732700286043","40.1001059236968",c(-74.9732700286043, 40.1001059236968)
"2748","3147 BYBERRY RD",0.02,0.03,0.05,0.08,0.11,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Parkwood Manor","-74.9785428885235","40.0999376715257",c(-74.9785428885235, 40.0999376715257)
"2749","3124 BYBERRY RD",0.03,0.04,0.06,0.09,0.14,0.14,0.2,0.28,0.37,0.47,0.14,0.2,0.28,0.37,0.47,"Parkwood Manor","-74.9786306331593","40.0993016362804",c(-74.9786306331593, 40.0993016362804)
"2750","12422 ACADEMY RD",0.01,0.02,0.03,0.04,0.06,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9744915828771","40.0970928085587",c(-74.9744915828771, 40.0970928085587)
"2751","12702 MINDEN RD",0.02,0.03,0.04,0.06,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9696895206802","40.101933458655",c(-74.9696895206802, 40.101933458655)
"2752","12524 DEERRUN RD",0.01,0.02,0.03,0.05,0.08,0.21,0.28,0.38,0.48,0.58,0.21,0.28,0.38,0.48,0.58,"Parkwood Manor","-74.9719926016636","40.0940161628086",c(-74.9719926016636, 40.0940161628086)
"2753","12738 HOLLINS RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9644487435955","40.1006520487871",c(-74.9644487435955, 40.1006520487871)
"2754","12418 MEDFORD RD",0.01,0.02,0.04,0.05,0.08,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9752280590238","40.0988324340887",c(-74.9752280590238, 40.0988324340887)
"2755","12807 CLIFFE DR",0.01,0.02,0.03,0.05,0.07,0.27,0.36,0.46,0.56,0.66,0.27,0.36,0.46,0.56,0.66,"Parkwood Manor","-74.9617330373594","40.0940811940361",c(-74.9617330373594, 40.0940811940361)
"2756","12417 DUNKS FERRY RD",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9751280134607","40.1005335438766",c(-74.9751280134607, 40.1005335438766)
"2757","11700 ACADEMY RD",0.03,0.04,0.07,0.1,0.15,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Parkwood Manor","-74.9842657002117","40.0902633857355",c(-74.9842657002117, 40.0902633857355)
"2758","12631 BISCAYNE DR",0.02,0.02,0.04,0.06,0.09,0.22,0.3,0.39,0.5,0.6,0.22,0.3,0.39,0.5,0.6,"Parkwood Manor","-74.9650791831866","40.0929509846617",c(-74.9650791831866, 40.0929509846617)
"2759","11761 BRANDON RD",0.02,0.04,0.05,0.08,0.13,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9844866696663","40.0937442429628",c(-74.9844866696663, 40.0937442429628)
"2760","3130 BIRCH RD",0.02,0.04,0.05,0.08,0.13,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.984678586893","40.098621081386",c(-74.984678586893, 40.098621081386)
"2761","3700 GENESEE DR",0.03,0.04,0.06,0.1,0.15,0.16,0.23,0.31,0.41,0.51,0.16,0.23,0.31,0.41,0.51,"Parkwood Manor","-74.9701623115466","40.0921296346815",c(-74.9701623115466, 40.0921296346815)
"2762","12411 MEDFORD RD",0.01,0.02,0.03,0.05,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9754175365489","40.0979367306364",c(-74.9754175365489, 40.0979367306364)
"2763","12321 WYNDOM RD",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.976594832066","40.1020195686886",c(-74.976594832066, 40.1020195686886)
"2764","3068 SECANE PL",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9787201013191","40.1033972502087",c(-74.9787201013191, 40.1033972502087)
"2765","12404 TYRONE RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9756580387237","40.0975143292244",c(-74.9756580387237, 40.0975143292244)
"2766","3633 CANBY DR",0.01,0.02,0.03,0.04,0.07,0.16,0.22,0.31,0.4,0.5,0.16,0.22,0.31,0.4,0.5,"Parkwood Manor","-74.9666230180599","40.0948364591347",c(-74.9666230180599, 40.0948364591347)
"2767","12429 BARBARY RD",0.02,0.03,0.05,0.07,0.11,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9776005057775","40.1012976951726",c(-74.9776005057775, 40.1012976951726)
"2768","3330 LESTER RD",0.01,0.02,0.03,0.05,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.968144013532","40.0994848628875",c(-74.968144013532, 40.0994848628875)
"2769","12731 ELNORA RD",0.01,0.02,0.03,0.05,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9687882929667","40.0992043526805",c(-74.9687882929667, 40.0992043526805)
"2770","12844 MCCARTHY CIR",0.02,0.03,0.04,0.06,0.09,0.18,0.25,0.33,0.43,0.53,0.18,0.25,0.33,0.43,0.53,"Parkwood Manor","-74.9623984247769","40.0968500771633",c(-74.9623984247769, 40.0968500771633)
"2771","12306 RAMBLER RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9776621093191","40.1005370052552",c(-74.9776621093191, 40.1005370052552)
"2772","12410 MEDFORD RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9757274414014","40.0984831599691",c(-74.9757274414014, 40.0984831599691)
"2773","3110 HOLLY RD",0.02,0.03,0.05,0.08,0.12,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9839198000163","40.0992616172378",c(-74.9839198000163, 40.0992616172378)
"2774","12440 WYNDOM RD",0.02,0.03,0.04,0.06,0.09,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9760398074551","40.1041376666371",c(-74.9760398074551, 40.1041376666371)
"2775","12840 ELNORA RD",0.01,0.02,0.03,0.04,0.06,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9663005339473","40.0983760294289",c(-74.9663005339473, 40.0983760294289)
"2776","12535 CHILTON RD",0.02,0.03,0.05,0.07,0.11,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9745119855787","40.1027668649697",c(-74.9745119855787, 40.1027668649697)
"2777","3728 BANDON DR",0.02,0.03,0.04,0.06,0.09,0.22,0.29,0.39,0.49,0.6,0.22,0.29,0.39,0.49,0.6,"Parkwood Manor","-74.9683922652995","40.0930129836626",c(-74.9683922652995, 40.0930129836626)
"2778","12830 CLIFFE DR",0.01,0.02,0.03,0.04,0.07,0.29,0.38,0.49,0.59,0.69,0.29,0.38,0.49,0.59,0.69,"Parkwood Manor","-74.9626585588682","40.0957305663634",c(-74.9626585588682, 40.0957305663634)
"2779","3700 WESTHAMPTON DR",0.01,0.02,0.03,0.04,0.06,0.22,0.3,0.39,0.49,0.6,0.22,0.3,0.39,0.49,0.6,"Parkwood Manor","-74.9648988134913","40.0951090235305",c(-74.9648988134913, 40.0951090235305)
"2780","12498 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9794465639272","40.1041890113209",c(-74.9794465639272, 40.1041890113209)
"2781","12651 BISCAYNE DR",0.01,0.02,0.04,0.05,0.08,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Parkwood Manor","-74.9654631728154","40.0934347882673",c(-74.9654631728154, 40.0934347882673)
"2782","12711 KENNY RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9691085138054","40.1000902477926",c(-74.9691085138054, 40.1000902477926)
"2783","3602 BISCAYNE PL",0.01,0.02,0.03,0.05,0.08,0.27,0.36,0.46,0.57,0.67,0.27,0.36,0.46,0.57,0.67,"Parkwood Manor","-74.9695686468159","40.0901175348059",c(-74.9695686468159, 40.0901175348059)
"2784","12026 ACADEMY RD",0.04,0.06,0.1,0.15,0.21,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Parkwood Manor","-74.9790350690744","40.0948079914006",c(-74.9790350690744, 40.0948079914006)
"2785","2907 SECANE DR",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9773895951214","40.1000520777318",c(-74.9773895951214, 40.1000520777318)
"2786","3645 ACADEMY RD",0.01,0.02,0.03,0.05,0.07,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9681300092304","40.09463541826",c(-74.9681300092304, 40.09463541826)
"2787","12708 VERDA DR",0.01,0.02,0.03,0.05,0.08,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9641104268068","40.0935995713484",c(-74.9641104268068, 40.0935995713484)
"2788","12870 MCCARTHY CIR",0.02,0.03,0.04,0.07,0.1,0.19,0.26,0.35,0.45,0.56,0.19,0.26,0.35,0.45,0.56,"Parkwood Manor","-74.9606226480767","40.0954505450133",c(-74.9606226480767, 40.0954505450133)
"2789","3706 ACADEMY RD",0.02,0.03,0.04,0.06,0.09,0.21,0.28,0.37,0.48,0.58,0.21,0.28,0.37,0.48,0.58,"Parkwood Manor","-74.9672175358886","40.0929848001865",c(-74.9672175358886, 40.0929848001865)
"2790","12454 BALSTON RD",0.02,0.03,0.04,0.06,0.09,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9771228918087","40.0991350490044",c(-74.9771228918087, 40.0991350490044)
"2791","13073 TOWNSEND RD",0.03,0.05,0.07,0.11,0.16,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Parkwood Manor","-74.979905190626","40.1047062577702",c(-74.979905190626, 40.1047062577702)
"2792","12223 SWEET BRIAR RD",0.03,0.05,0.08,0.12,0.18,0.19,0.26,0.35,0.45,0.56,0.19,0.26,0.35,0.45,0.56,"Parkwood Manor","-74.9831267850372","40.1000850249732",c(-74.9831267850372, 40.1000850249732)
"2793","12534 FEDOR RD",0.02,0.03,0.04,0.07,0.1,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9782730283224","40.1041092161378",c(-74.9782730283224, 40.1041092161378)
"2794","3765 GENESEE DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9680759499006","40.0920883875969",c(-74.9680759499006, 40.0920883875969)
"2795","12706 KNIGHTS RD",0.02,0.02,0.04,0.06,0.09,0.22,0.3,0.39,0.5,0.6,0.22,0.3,0.39,0.5,0.6,"Parkwood Manor","-74.9637994521942","40.0929094021283",c(-74.9637994521942, 40.0929094021283)
"2796","12515 CALPINE RD",0.01,0.02,0.03,0.05,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9721902166951","40.0982370862509",c(-74.9721902166951, 40.0982370862509)
"2797","3209 COMLY PL",0.02,0.03,0.04,0.07,0.1,0.18,0.25,0.33,0.43,0.54,0.18,0.25,0.33,0.43,0.54,"Parkwood Manor","-74.9849722489194","40.091201066662",c(-74.9849722489194, 40.091201066662)
"2798","12544 KNIGHTS TER",0.01,0.02,0.04,0.06,0.09,0.21,0.28,0.37,0.48,0.58,0.21,0.28,0.37,0.48,0.58,"Parkwood Manor","-74.9671380847813","40.0913776343898",c(-74.9671380847813, 40.0913776343898)
"2799","12119 BARBARY RD",0.02,0.04,0.06,0.09,0.13,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9827314434687","40.0979221983426",c(-74.9827314434687, 40.0979221983426)
"2800","3263 MORNING GLORY RD",0.03,0.04,0.06,0.09,0.14,0.17,0.23,0.32,0.41,0.52,0.17,0.23,0.32,0.41,0.52,"Parkwood Manor","-74.9792490716507","40.0982563150716",c(-74.9792490716507, 40.0982563150716)
"2801","12610 CHILTON RD",0.02,0.03,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9731566138085","40.1004941708717",c(-74.9731566138085, 40.1004941708717)
"2802","12677 BISCAYNE DR",0.01,0.02,0.03,0.05,0.08,0.15,0.22,0.3,0.39,0.49,0.15,0.22,0.3,0.39,0.49,"Parkwood Manor","-74.9659333901556","40.0940383841482",c(-74.9659333901556, 40.0940383841482)
"2803","3764 WESTHAMPTON DR",0.01,0.02,0.04,0.06,0.08,0.22,0.29,0.39,0.49,0.59,0.22,0.29,0.39,0.49,0.59,"Parkwood Manor","-74.9649815081367","40.093353583572",c(-74.9649815081367, 40.093353583572)
"2804","11714 ACADEMY RD",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9840023763982","40.0906836233367",c(-74.9840023763982, 40.0906836233367)
"2805","12169 ASTER RD",0.03,0.04,0.06,0.1,0.14,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9810435546822","40.0986351052899",c(-74.9810435546822, 40.0986351052899)
"2806","3738 VADER DR",0.02,0.04,0.06,0.09,0.14,0.16,0.23,0.31,0.41,0.51,0.16,0.23,0.31,0.41,0.51,"Parkwood Manor","-74.9687791658211","40.0930089231875",c(-74.9687791658211, 40.0930089231875)
"2807","11960 ACADEMY RD",0.03,0.04,0.06,0.1,0.15,0.24,0.32,0.42,0.52,0.63,0.24,0.32,0.42,0.52,0.63,"Parkwood Manor","-74.9811525196359","40.0931809404236",c(-74.9811525196359, 40.0931809404236)
"2808","3147 BELGREEN RD",0.02,0.03,0.05,0.07,0.11,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.975112002165","40.1022761838207",c(-74.975112002165, 40.1022761838207)
"2809","3231 BELGREEN RD",0.02,0.02,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9732145424118","40.100033706262",c(-74.9732145424118, 40.100033706262)
"2810","3200 MORNING GLORY RD",0.03,0.04,0.07,0.1,0.15,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9800727155592","40.0990527559892",c(-74.9800727155592, 40.0990527559892)
"2811","12507 RAMER RD",0.01,0.02,0.03,0.04,0.06,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9722272944584","40.0974352541964",c(-74.9722272944584, 40.0974352541964)
"2812","12206 MEDFORD RD",0.02,0.04,0.06,0.09,0.13,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.979425064391","40.0977070499238",c(-74.979425064391, 40.0977070499238)
"2813","3117 HOLLY RD",0.02,0.03,0.05,0.08,0.12,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9832960220257","40.0995252576829",c(-74.9832960220257, 40.0995252576829)
"2814","12103 THORNTON RD",0.02,0.04,0.06,0.09,0.13,0.19,0.26,0.34,0.44,0.55,0.19,0.26,0.34,0.44,0.55,"Parkwood Manor","-74.9857415778325","40.0994938474137",c(-74.9857415778325, 40.0994938474137)
"2815","12563 DEERRUN PL",0.01,0.02,0.04,0.06,0.09,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9697140075012","40.0935276174886",c(-74.9697140075012, 40.0935276174886)
"2816","12478 BALSTON RD",0.02,0.03,0.04,0.06,0.1,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9763374170705","40.0995660613175",c(-74.9763374170705, 40.0995660613175)
"2817","11822 COLMAN RD",0.03,0.04,0.06,0.09,0.14,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9848129984038","40.0953720416615",c(-74.9848129984038, 40.0953720416615)
"2818","11800 BRANDON RD",0.02,0.04,0.06,0.09,0.13,0.18,0.25,0.33,0.43,0.54,0.18,0.25,0.33,0.43,0.54,"Parkwood Manor","-74.9842032155336","40.0941735202876",c(-74.9842032155336, 40.0941735202876)
"2819","11755 COLMAN RD",0.03,0.04,0.06,0.09,0.14,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9863014147493","40.0953327771509",c(-74.9863014147493, 40.0953327771509)
"2820","3129 FAIRDALE RD",0.03,0.04,0.06,0.09,0.14,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.981829294463","40.1001110749137",c(-74.981829294463, 40.1001110749137)
"2821","12203 ASTER RD",0.02,0.04,0.06,0.09,0.14,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9810458788139","40.0992364883072",c(-74.9810458788139, 40.0992364883072)
"2822","3711 WESTHAMPTON DR",0.01,0.02,0.03,0.05,0.07,0.22,0.29,0.39,0.49,0.59,0.22,0.29,0.39,0.49,0.59,"Parkwood Manor","-74.9647707239127","40.0946208637451",c(-74.9647707239127, 40.0946208637451)
"2823","3550 TETON RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9641302675086","40.0991508717288",c(-74.9641302675086, 40.0991508717288)
"2824","12524 BISCAYNE DR",0.01,0.02,0.04,0.06,0.08,0.27,0.36,0.46,0.57,0.67,0.27,0.36,0.46,0.57,0.67,"Parkwood Manor","-74.9680347278246","40.091280929085",c(-74.9680347278246, 40.091280929085)
"2825","12426 WYNDOM RD",0.02,0.03,0.04,0.06,0.1,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9765220539651","40.1038870545355",c(-74.9765220539651, 40.1038870545355)
"2826","12523 CHILTON RD",0.02,0.03,0.05,0.08,0.12,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9743593019362","40.102459366278",c(-74.9743593019362, 40.102459366278)
"2827","3628 BELLAIRE PL",0.01,0.02,0.03,0.05,0.07,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Parkwood Manor","-74.9700334703036","40.0946145744275",c(-74.9700334703036, 40.0946145744275)
"2828","12410 DUNKS FERRY RD",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9757332280365","40.1007611163936",c(-74.9757332280365, 40.1007611163936)
"2829","12400 RAMBLER RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9760912950899","40.1013566865973",c(-74.9760912950899, 40.1013566865973)
"2830","3129 BYBERRY RD",0.02,0.03,0.05,0.08,0.12,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Parkwood Manor","-74.9790200868324","40.1003499669575",c(-74.9790200868324, 40.1003499669575)
"2831","11744 ACADEMY PL",0.02,0.03,0.05,0.07,0.11,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Parkwood Manor","-74.9836958781563","40.0916905627505",c(-74.9836958781563, 40.0916905627505)
"2832","12802 MCCARTHY CIR",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.962967327766","40.0944093874277",c(-74.962967327766, 40.0944093874277)
"2833","3118 DERRY RD",0.02,0.03,0.04,0.07,0.1,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9860062983048","40.0922012570263",c(-74.9860062983048, 40.0922012570263)
"2834","12458 KNIGHTS RD",0.02,0.03,0.05,0.08,0.11,0.16,0.22,0.3,0.4,0.5,0.16,0.22,0.3,0.4,0.5,"Parkwood Manor","-74.9688136300955","40.0897813698645",c(-74.9688136300955, 40.0897813698645)
"2835","3147 BIRCH RD",0.02,0.04,0.06,0.09,0.13,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9834709281188","40.098387941364",c(-74.9834709281188, 40.098387941364)
"2836","12646 KNIGHTS PL",0.02,0.02,0.04,0.06,0.09,0.16,0.22,0.3,0.4,0.5,0.16,0.22,0.3,0.4,0.5,"Parkwood Manor","-74.964261667741","40.0928738282774",c(-74.964261667741, 40.0928738282774)
"2837","12127 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9841672822125","40.0993500237823",c(-74.9841672822125, 40.0993500237823)
