"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"2614","3726 ACADEMY RD",0.02,0.03,0.04,0.07,0.1,0.21,0.28,0.38,0.48,0.58,0.21,0.28,0.38,0.48,0.58,"Parkwood Manor","-74.9668015354194","40.0925187157911",c(-74.9668015354194, 40.0925187157911)
"2615","3624 BELLAIRE PL",0.01,0.02,0.03,0.05,0.07,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Parkwood Manor","-74.9701561461983","40.0945387731528",c(-74.9701561461983, 40.0945387731528)
"2616","12435 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9798507024089","40.1031284875589",c(-74.9798507024089, 40.1031284875589)
"2617","3213 ANCONA RD",0.02,0.02,0.04,0.06,0.09,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.975858941868","40.0992288788214",c(-74.975858941868, 40.0992288788214)
"2618","12430 BARBARY RD",0.02,0.03,0.05,0.08,0.11,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9785683845566","40.1014024967831",c(-74.9785683845566, 40.1014024967831)
"2619","12829 GALDI LN",0.01,0.02,0.03,0.04,0.07,0.22,0.3,0.4,0.5,0.61,0.22,0.3,0.4,0.5,0.61,"Parkwood Manor","-74.9630799785019","40.0947358876915",c(-74.9630799785019, 40.0947358876915)
"2620","3427 VINTON RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9653612114443","40.097972380424",c(-74.9653612114443, 40.097972380424)
"2621","12416 DUNKS FERRY RD",0.03,0.04,0.07,0.1,0.16,0.14,0.19,0.27,0.36,0.46,0.14,0.19,0.27,0.36,0.46,"Parkwood Manor","-74.9754576174309","40.1008688069946",c(-74.9754576174309, 40.1008688069946)
"2622","12715 DUNKS FERRY PL",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9712043506305","40.1016248325449",c(-74.9712043506305, 40.1016248325449)
"2623","3772 WESTHAMPTON DR",0.02,0.02,0.04,0.06,0.09,0.22,0.29,0.39,0.49,0.59,0.22,0.29,0.39,0.49,0.59,"Parkwood Manor","-74.9648360841482","40.0931678361995",c(-74.9648360841482, 40.0931678361995)
"2624","11747 COLMAN RD",0.03,0.04,0.06,0.1,0.15,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9865300770641","40.0951680046134",c(-74.9865300770641, 40.0951680046134)
"2625","3416 ORION RD",0.01,0.02,0.03,0.04,0.06,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9655916063788","40.0988762046333",c(-74.9655916063788, 40.0988762046333)
"2626","3706 MECHANICSVILLE PL",0.01,0.02,0.03,0.05,0.07,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9644072188291","40.0945208669832",c(-74.9644072188291, 40.0945208669832)
"2627","12432 ACADEMY RD",0.01,0.02,0.03,0.04,0.06,0.17,0.23,0.32,0.41,0.52,0.17,0.23,0.32,0.41,0.52,"Parkwood Manor","-74.974134117946","40.0971403562425",c(-74.974134117946, 40.0971403562425)
"2628","3328 FAIRDALE RD",0.02,0.04,0.06,0.09,0.13,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9792780379866","40.0958691857846",c(-74.9792780379866, 40.0958691857846)
"2629","12210 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9839321220533","40.1001733050293",c(-74.9839321220533, 40.1001733050293)
"2630","3710 VADER DR",0.02,0.03,0.04,0.06,0.1,0.21,0.29,0.38,0.48,0.59,0.21,0.29,0.38,0.48,0.59,"Parkwood Manor","-74.9698779681187","40.0928218176814",c(-74.9698779681187, 40.0928218176814)
"2631","3552 TETON RD",0.01,0.02,0.03,0.04,0.07,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9641054512908","40.0990639205699",c(-74.9641054512908, 40.0990639205699)
"2632","12427 TYRONE RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9745672092621","40.0973929676559",c(-74.9745672092621, 40.0973929676559)
"2633","11833 BRANDON RD",0.02,0.04,0.05,0.08,0.13,0.18,0.25,0.33,0.43,0.54,0.18,0.25,0.33,0.43,0.54,"Parkwood Manor","-74.9835591894209","40.0927587124273",c(-74.9835591894209, 40.0927587124273)
"2634","12717 CABELL RD",0.01,0.02,0.03,0.04,0.07,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9693765676427","40.0986432299219",c(-74.9693765676427, 40.0986432299219)
"2635","12626 FRIAR PL",0.01,0.02,0.02,0.04,0.06,0.22,0.3,0.39,0.49,0.6,0.22,0.3,0.39,0.49,0.6,"Parkwood Manor","-74.9662227183434","40.0959889521079",c(-74.9662227183434, 40.0959889521079)
"2636","12250 RAMBLER RD",0.04,0.06,0.09,0.14,0.2,0.14,0.19,0.27,0.36,0.46,0.14,0.19,0.27,0.36,0.46,"Parkwood Manor","-74.9806529066173","40.0995599503918",c(-74.9806529066173, 40.0995599503918)
"2637","12731 VERDA DR",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9634030833551","40.0934479121058",c(-74.9634030833551, 40.0934479121058)
"2638","12008 TYRONE RD",0.03,0.04,0.06,0.09,0.14,0.18,0.26,0.34,0.44,0.55,0.18,0.26,0.34,0.44,0.55,"Parkwood Manor","-74.9802459026409","40.0949153755367",c(-74.9802459026409, 40.0949153755367)
"2639","3616 CANBY DR",0.01,0.02,0.03,0.05,0.07,0.16,0.22,0.31,0.4,0.5,0.16,0.22,0.31,0.4,0.5,"Parkwood Manor","-74.9674226947286","40.0944610121515",c(-74.9674226947286, 40.0944610121515)
"2640","12496 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9795053965537","40.1041651451456",c(-74.9795053965537, 40.1041651451456)
"2641","11703 BRANDON RD",0.03,0.04,0.06,0.1,0.14,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9869223891732","40.0926040185842",c(-74.9869223891732, 40.0926040185842)
"2642","3141 BELGREEN RD",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9752406356403","40.1024108554061",c(-74.9752406356403, 40.1024108554061)
"2643","3587 TETON RD",0.01,0.02,0.03,0.05,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9625659243588","40.0980740303691",c(-74.9625659243588, 40.0980740303691)
"2644","12640 BISCAYNE DR",0.01,0.02,0.03,0.05,0.08,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Parkwood Manor","-74.9661897243897","40.0935756662437",c(-74.9661897243897, 40.0935756662437)
"2645","12546 DEERRUN RD",0.01,0.02,0.03,0.05,0.08,0.21,0.28,0.38,0.48,0.58,0.21,0.28,0.38,0.48,0.58,"Parkwood Manor","-74.9710395792889","40.0942584724763",c(-74.9710395792889, 40.0942584724763)
"2646","3710 GENESEE DR",0.02,0.03,0.04,0.07,0.1,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9697842301605","40.0921576300856",c(-74.9697842301605, 40.0921576300856)
"2647","3617 BISCAYNE PL",0.01,0.02,0.03,0.05,0.08,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9691616306592","40.0906544450562",c(-74.9691616306592, 40.0906544450562)
"2648","3212 ATMORE RD",0.02,0.03,0.04,0.06,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9701933843293","40.1014949449221",c(-74.9701933843293, 40.1014949449221)
"2649","3322 FAIRDALE RD",0.02,0.04,0.06,0.09,0.13,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9793340996335","40.0960106836884",c(-74.9793340996335, 40.0960106836884)
"2650","3620 GRAYTON PL",0.01,0.02,0.03,0.04,0.06,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Parkwood Manor","-74.9664581880718","40.0952104603382",c(-74.9664581880718, 40.0952104603382)
"2651","12659 BISCAYNE DR",0.01,0.02,0.03,0.05,0.08,0.22,0.3,0.39,0.5,0.6,0.22,0.3,0.39,0.5,0.6,"Parkwood Manor","-74.965593644963","40.0936013032574",c(-74.965593644963, 40.0936013032574)
"2652","12418 ACADEMY RD",0.01,0.02,0.03,0.04,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9747248025209","40.0970573405749",c(-74.9747248025209, 40.0970573405749)
"2653","3129 BIRCH RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9839607778658","40.0987520682166",c(-74.9839607778658, 40.0987520682166)
"2654","12915 MEDFORD RD",0.02,0.02,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9649212997057","40.0959077355116",c(-74.9649212997057, 40.0959077355116)
"2655","12121 RANIER RD",0.03,0.04,0.06,0.1,0.15,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.980074387883","40.0954450045181",c(-74.980074387883, 40.0954450045181)
"2656","12604 RAMER RD",0.01,0.02,0.03,0.05,0.07,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9710704104311","40.0986784009072",c(-74.9710704104311, 40.0986784009072)
"2657","11752 LANETT RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9840049938997","40.0929276877606",c(-74.9840049938997, 40.0929276877606)
"2658","12327 WYNDOM RD",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.97656088142","40.102209033631",c(-74.97656088142, 40.102209033631)
"2659","3038 DERRY RD",0.02,0.03,0.05,0.08,0.12,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9875781720456","40.0934763345934",c(-74.9875781720456, 40.0934763345934)
"2660","12524 KNIGHTS RD",0.02,0.03,0.05,0.07,0.11,0.16,0.22,0.3,0.4,0.5,0.16,0.22,0.3,0.4,0.5,"Parkwood Manor","-74.9674170480065","40.0908073738996",c(-74.9674170480065, 40.0908073738996)
"2661","12529 RAMER RD",0.01,0.02,0.03,0.04,0.06,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9711992010661","40.0974251709346",c(-74.9711992010661, 40.0974251709346)
"2662","12625 DUNKS FERRY RD",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9731552307678","40.1013019227288",c(-74.9731552307678, 40.1013019227288)
"2663","3350 MORNING GLORY RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9783009914838","40.0961350269561",c(-74.9783009914838, 40.0961350269561)
"2664","12106 ACADEMY RD",0.02,0.04,0.06,0.09,0.13,0.18,0.25,0.34,0.44,0.54,0.18,0.25,0.34,0.44,0.54,"Parkwood Manor","-74.9781598735179","40.0954073142558",c(-74.9781598735179, 40.0954073142558)
"2665","11716 COLMAN RD",0.03,0.04,0.06,0.1,0.15,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9874618055571","40.0950888334673",c(-74.9874618055571, 40.0950888334673)
"2666","3314 BIRCH RD",0.03,0.04,0.06,0.1,0.15,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9808093207039","40.0954884025201",c(-74.9808093207039, 40.0954884025201)
"2667","12509 BISCAYNE DR",0.01,0.02,0.03,0.05,0.08,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9681556141674","40.0906613305647",c(-74.9681556141674, 40.0906613305647)
"2668","12405 WYNDOM RD",0.02,0.03,0.04,0.06,0.1,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9764113842004","40.1030946128341",c(-74.9764113842004, 40.1030946128341)
"2669","12669 DUNKS FERRY RD",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9715369715526","40.1018481582365",c(-74.9715369715526, 40.1018481582365)
"2670","12667 DUNKS FERRY RD",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9716008812981","40.1017926524729",c(-74.9716008812981, 40.1017926524729)
"2671","3542 TETON RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9641960558575","40.0993813176583",c(-74.9641960558575, 40.0993813176583)
"2672","3333 ATMORE RD",0.01,0.02,0.04,0.05,0.08,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9704997830425","40.099909736852",c(-74.9704997830425, 40.099909736852)
"2673","3249 COMLY PL",0.02,0.03,0.04,0.07,0.1,0.18,0.25,0.33,0.43,0.54,0.18,0.25,0.33,0.43,0.54,"Parkwood Manor","-74.9843366898944","40.0908741651692",c(-74.9843366898944, 40.0908741651692)
"2674","12565 CHILTON RD",0.02,0.03,0.04,0.06,0.09,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9749695250078","40.1036622701312",c(-74.9749695250078, 40.1036622701312)
"2675","12442 SWEET BRIAR PL",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9805490201906","40.1029732836374",c(-74.9805490201906, 40.1029732836374)
"2676","12831 MEDFORD RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9649768975805","40.0984318414623",c(-74.9649768975805, 40.0984318414623)
"2677","12503 FEDOR RD",0.02,0.03,0.05,0.07,0.11,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9790006593025","40.1038160501388",c(-74.9790006593025, 40.1038160501388)
"2678","3301 ANCONA RD",0.01,0.02,0.03,0.05,0.08,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9748690888441","40.0985940675836",c(-74.9748690888441, 40.0985940675836)
"2679","11863 COLMAN TER",0.03,0.04,0.07,0.1,0.15,0.24,0.32,0.42,0.52,0.63,0.24,0.32,0.42,0.52,0.63,"Parkwood Manor","-74.9852560825186","40.0949078438161",c(-74.9852560825186, 40.0949078438161)
"2680","12540 MEDFORD PL",0.02,0.03,0.04,0.07,0.1,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.974758585853","40.100394838968",c(-74.974758585853, 40.100394838968)
"2681","12101 MEDFORD RD",0.03,0.04,0.06,0.09,0.14,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9808375173324","40.0959378492874",c(-74.9808375173324, 40.0959378492874)
"2682","12752 KENNY RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9681887787525","40.1003781866665",c(-74.9681887787525, 40.1003781866665)
"2683","3015 COMLY RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9885051971006","40.0938308926719",c(-74.9885051971006, 40.0938308926719)
"2684","12131 ASTER RD",0.03,0.04,0.06,0.1,0.14,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9817119721279","40.0975170368253",c(-74.9817119721279, 40.0975170368253)
"2685","12135 RAMBLER RD",0.03,0.04,0.06,0.09,0.14,0.22,0.3,0.4,0.5,0.61,0.22,0.3,0.4,0.5,0.61,"Parkwood Manor","-74.9807270863926","40.097120179797",c(-74.9807270863926, 40.097120179797)
"2686","12115 THORNTON RD",0.02,0.04,0.06,0.09,0.13,0.16,0.23,0.31,0.41,0.51,0.16,0.23,0.31,0.41,0.51,"Parkwood Manor","-74.9847293719662","40.1001813495083",c(-74.9847293719662, 40.1001813495083)
"2687","3611 GENESEE PL",0.02,0.04,0.06,0.09,0.13,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Parkwood Manor","-74.9727777531215","40.0935699215807",c(-74.9727777531215, 40.0935699215807)
"2688","12669 BISCAYNE DR",0.01,0.02,0.03,0.05,0.08,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Parkwood Manor","-74.9658020657431","40.0938668975547",c(-74.9658020657431, 40.0938668975547)
"2689","11717 CORRY PL",0.02,0.03,0.05,0.07,0.11,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9843910342548","40.0920860976914",c(-74.9843910342548, 40.0920860976914)
"2690","12587 BISCAYNE DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Parkwood Manor","-74.9663238915434","40.0920475885042",c(-74.9663238915434, 40.0920475885042)
"2691","12600 RICHTON RD",0.01,0.02,0.04,0.06,0.08,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9728361186027","40.0994595440026",c(-74.9728361186027, 40.0994595440026)
"2692","12350 WYNDOM RD",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9771519687864","40.1024118222068",c(-74.9771519687864, 40.1024118222068)
"2693","11854 BASILE RD",0.03,0.04,0.07,0.1,0.15,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9822853580299","40.0939477017341",c(-74.9822853580299, 40.0939477017341)
"2694","12562 BISCAYNE DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Parkwood Manor","-74.9668525096387","40.092184516983",c(-74.9668525096387, 40.092184516983)
"2695","3202 BIRCH RD",0.02,0.04,0.06,0.09,0.13,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9837552960009","40.0978987998561",c(-74.9837552960009, 40.0978987998561)
"2696","12811 MEDFORD RD",0.01,0.02,0.03,0.05,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9659229931744","40.0999720856603",c(-74.9659229931744, 40.0999720856603)
"2697","12610 RAMER RD",0.01,0.02,0.03,0.05,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9709458475129","40.0988147645583",c(-74.9709458475129, 40.0988147645583)
"2698","3074 SECANE PL",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9786179511637","40.1031099405604",c(-74.9786179511637, 40.1031099405604)
"2699","12237 SWEET BRIAR RD",0.02,0.04,0.06,0.09,0.13,0.22,0.3,0.4,0.5,0.6,0.22,0.3,0.4,0.5,0.6,"Parkwood Manor","-74.9824575201923","40.1005325057054",c(-74.9824575201923, 40.1005325057054)
"2700","3227 MORNING GLORY RD",0.03,0.04,0.07,0.1,0.15,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9791823699982","40.099270907956",c(-74.9791823699982, 40.099270907956)
"2701","3760 BANDON DR",0.02,0.03,0.04,0.07,0.1,0.21,0.29,0.38,0.48,0.58,0.21,0.29,0.38,0.48,0.58,"Parkwood Manor","-74.9677155457572","40.09218440243",c(-74.9677155457572, 40.09218440243)
"2702","3112 HOLLY RD",0.02,0.03,0.05,0.08,0.12,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9838560344344","40.0992124444692",c(-74.9838560344344, 40.0992124444692)
"2703","3620 GENESEE DR",0.02,0.03,0.05,0.07,0.11,0.21,0.28,0.37,0.48,0.58,0.21,0.28,0.37,0.48,0.58,"Parkwood Manor","-74.971999645938","40.092274458016",c(-74.971999645938, 40.092274458016)
"2704","3622 GENESEE DR",0.02,0.03,0.04,0.07,0.1,0.21,0.28,0.37,0.48,0.58,0.21,0.28,0.37,0.48,0.58,"Parkwood Manor","-74.971958114218","40.0922367599987",c(-74.971958114218, 40.0922367599987)
"2705","12733 VERDA DR",0.01,0.02,0.03,0.05,0.08,0.22,0.3,0.4,0.5,0.61,0.22,0.3,0.4,0.5,0.61,"Parkwood Manor","-74.9633469704689","40.0934706275669",c(-74.9633469704689, 40.0934706275669)
"2706","12731 HOLLINS RD",0.02,0.03,0.04,0.07,0.1,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Parkwood Manor","-74.9645653782054","40.1001174078126",c(-74.9645653782054, 40.1001174078126)
"2707","11759 COLMAN RD",0.03,0.04,0.06,0.09,0.14,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9861051661669","40.0954152188291",c(-74.9861051661669, 40.0954152188291)
"2708","12436 ACADEMY RD",0.01,0.02,0.03,0.04,0.06,0.17,0.23,0.32,0.42,0.52,0.17,0.23,0.32,0.42,0.52,"Parkwood Manor","-74.9740156122448","40.0972909989488",c(-74.9740156122448, 40.0972909989488)
"2709","3715 ACADEMY RD",0.02,0.02,0.04,0.06,0.09,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9663469628332","40.0931466378563",c(-74.9663469628332, 40.0931466378563)
"2710","3629 BELLAIRE PL",0.01,0.02,0.03,0.04,0.07,0.27,0.36,0.46,0.57,0.67,0.27,0.36,0.46,0.57,0.67,"Parkwood Manor","-74.9698873191047","40.094955540808",c(-74.9698873191047, 40.094955540808)
"2711","12734 MINDEN RD",0.02,0.03,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9684713326852","40.1020518685673",c(-74.9684713326852, 40.1020518685673)
"2712","3744 BANDON DR",0.02,0.03,0.04,0.07,0.1,0.21,0.28,0.37,0.48,0.58,0.21,0.28,0.37,0.48,0.58,"Parkwood Manor","-74.9681248533177","40.0925313628936",c(-74.9681248533177, 40.0925313628936)
"2713","11835 COLMAN TER",0.03,0.04,0.06,0.1,0.14,0.24,0.32,0.42,0.52,0.63,0.24,0.32,0.42,0.52,0.63,"Parkwood Manor","-74.9862360673684","40.0945513725658",c(-74.9862360673684, 40.0945513725658)
"2714","3516 VINTON RD",0.01,0.02,0.03,0.04,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9631640034823","40.0991683818203",c(-74.9631640034823, 40.0991683818203)
"2715","12145 ASTER RD",0.03,0.04,0.06,0.1,0.15,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9813815409654","40.0978797970086",c(-74.9813815409654, 40.0978797970086)
"2716","3601 BISCAYNE PL",0.02,0.03,0.05,0.08,0.12,0.22,0.3,0.39,0.49,0.6,0.22,0.3,0.39,0.49,0.6,"Parkwood Manor","-74.9696109724211","40.0903589716271",c(-74.9696109724211, 40.0903589716271)
"2717","3344 BYBERRY RD",0.03,0.04,0.07,0.1,0.15,0.14,0.2,0.27,0.37,0.47,0.14,0.2,0.27,0.37,0.47,"Parkwood Manor","-74.9766318192927","40.0938876506667",c(-74.9766318192927, 40.0938876506667)
"2718","3610 BISCAYNE PL",0.02,0.03,0.05,0.08,0.12,0.22,0.3,0.39,0.5,0.6,0.22,0.3,0.39,0.5,0.6,"Parkwood Manor","-74.9693539656513","40.0898790235711",c(-74.9693539656513, 40.0898790235711)
"2719","3631 CANBY DR",0.01,0.02,0.03,0.04,0.07,0.16,0.22,0.31,0.4,0.5,0.16,0.22,0.31,0.4,0.5,"Parkwood Manor","-74.9666856452244","40.094819624316",c(-74.9666856452244, 40.094819624316)
"2720","12725 DUNKS FERRY PL",0.02,0.03,0.04,0.06,0.1,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9706792902324","40.1014170519861",c(-74.9706792902324, 40.1014170519861)
"2721","2962 SECANE DR",0.03,0.05,0.08,0.11,0.17,0.16,0.22,0.3,0.39,0.5,0.16,0.22,0.3,0.39,0.5,"Parkwood Manor","-74.9792890298673","40.1011879559696",c(-74.9792890298673, 40.1011879559696)
"2722","12516 KNIGHTS RD",0.02,0.03,0.05,0.07,0.11,0.16,0.22,0.3,0.4,0.5,0.16,0.22,0.3,0.4,0.5,"Parkwood Manor","-74.9676251517255","40.090655234857",c(-74.9676251517255, 40.090655234857)
"2723","12583 CHILTON RD",0.02,0.02,0.04,0.06,0.09,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9754370348718","40.1041080481246",c(-74.9754370348718, 40.1041080481246)
"2724","3619 GENESEE DR",0.02,0.03,0.04,0.07,0.1,0.27,0.36,0.46,0.57,0.67,0.27,0.36,0.46,0.57,0.67,"Parkwood Manor","-74.9715394692231","40.0925828291223",c(-74.9715394692231, 40.0925828291223)
"2725","12411 BALSTON RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9764345832012","40.0981626298338",c(-74.9764345832012, 40.0981626298338)
