"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"3157","6217 BUIST AVE",0.04,0.06,0.1,0.14,0.21,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2258213116395","39.9235516249541",c(-75.2258213116395, 39.9235516249541)
"3158","2643 HOBSON ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2313986590456","39.9178330809509",c(-75.2313986590456, 39.9178330809509)
"3159","2523 S 64TH ST",0.03,0.05,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2283838115565","39.9227977941673",c(-75.2283838115565, 39.9227977941673)
"3160","2419 S 62ND ST",0.04,0.06,0.1,0.15,0.21,0.11,0.16,0.23,0.31,0.41,0.11,0.16,0.23,0.31,0.41,"Elmwood","-75.2273046482944","39.925808995204",c(-75.2273046482944, 39.925808995204)
"3161","2634 S 70TH ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2354446987148","39.915241615221",c(-75.2354446987148, 39.915241615221)
"3162","7059 REEDLAND ST",0.04,0.06,0.09,0.13,0.19,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2394133859209","39.9167885447165",c(-75.2394133859209, 39.9167885447165)
"3163","6825 GREBE PL",0.03,0.05,0.07,0.11,0.16,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2289954740094","39.9135868780514",c(-75.2289954740094, 39.9135868780514)
"3164","2508-12 S EDGEWOOD ST",0.03,0.05,0.08,0.12,0.17,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2235589751656","39.9261330524672",c(-75.2235589751656, 39.9261330524672)
"3165","7114 THEODORE ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.28,0.37,0.48,0.15,0.21,0.28,0.37,0.48,"Elmwood","-75.2383805380879","39.9149655562374",c(-75.2383805380879, 39.9149655562374)
"3166","6426 DOREL ST",0.03,0.05,0.08,0.11,0.17,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2260181760547","39.9193151354255",c(-75.2260181760547, 39.9193151354255)
"3167","2453 S MILLICK ST",0.03,0.05,0.08,0.12,0.18,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2245543154005","39.9267955992435",c(-75.2245543154005, 39.9267955992435)
"3168","6548 GRAYS AVE",0.08,0.11,0.17,0.24,0.34,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2326836624961","39.9224424053113",c(-75.2326836624961, 39.9224424053113)
"3169","2923 S DEWEY ST",0.05,0.08,0.11,0.17,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2211699332485","39.9229866537059",c(-75.2211699332485, 39.9229866537059)
"3170","6953 THEODORE ST",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2364289186574","39.9167199963487",c(-75.2364289186574, 39.9167199963487)
"3171","6510 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.18,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2308187969073","39.9215299883767",c(-75.2308187969073, 39.9215299883767)
"3172","2523 S EDGEWOOD ST",0.03,0.05,0.08,0.12,0.17,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2228101161339","39.9261100063568",c(-75.2228101161339, 39.9261100063568)
"3173","6226 REEDLAND ST",0.03,0.04,0.07,0.1,0.15,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2275450603203","39.9247604577681",c(-75.2275450603203, 39.9247604577681)
"3174","7027 REEDLAND ST",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2387272383582","39.9172638370114",c(-75.2387272383582, 39.9172638370114)
"3175","6363 BUIST AVE",0.03,0.05,0.07,0.11,0.16,0.22,0.3,0.39,0.49,0.6,0.22,0.3,0.39,0.49,0.6,"Elmwood","-75.2277441642852","39.922147389887",c(-75.2277441642852, 39.922147389887)
"3176","2615 S 66TH ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2295412847415","39.9199628602062",c(-75.2295412847415, 39.9199628602062)
"3177","2602 S DEWEY ST",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.25,0.34,0.43,0.13,0.18,0.25,0.34,0.43,"Elmwood","-75.22394901622","39.9242888822282",c(-75.22394901622, 39.9242888822282)
"3178","6915 THEODORE ST",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2356752862021","39.917243360545",c(-75.2356752862021, 39.917243360545)
"3179","6434 GARMAN ST",0.05,0.08,0.12,0.17,0.25,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2279274331522","39.9207924441796",c(-75.2279274331522, 39.9207924441796)
"3180","6142 GRAYS AVE",0.03,0.04,0.07,0.1,0.15,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2270469429178","39.9263714733155",c(-75.2270469429178, 39.9263714733155)
"3181","2622 S DEWEY ST",0.03,0.05,0.07,0.11,0.17,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2235665528592","39.9239656282543",c(-75.2235665528592, 39.9239656282543)
"3182","2502 CARROLL ST",0.03,0.04,0.07,0.1,0.15,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2349654438647","39.9186979966414",c(-75.2349654438647, 39.9186979966414)
"3183","6404 CHELWYNDE AVE",0.03,0.05,0.07,0.11,0.16,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2268552590983","39.9208723222449",c(-75.2268552590983, 39.9208723222449)
"3184","7051 REEDLAND ST",0.04,0.06,0.08,0.13,0.19,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2392407198639","39.9169089613902",c(-75.2392407198639, 39.9169089613902)
"3185","2629 S 67TH ST",0.05,0.08,0.12,0.18,0.25,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2306050325635","39.9188182604131",c(-75.2306050325635, 39.9188182604131)
"3186","2520 MASSEY ST",0.03,0.05,0.07,0.11,0.16,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2351450933905","39.9180503098899",c(-75.2351450933905, 39.9180503098899)
"3187","2545 MASSEY ST",0.03,0.04,0.07,0.1,0.15,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2343676734665","39.9178738596515",c(-75.2343676734665, 39.9178738596515)
"3188","6646 GUYER AVE",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2292782343982","39.9176582689953",c(-75.2292782343982, 39.9176582689953)
"3189","7063 REEDLAND ST",0.04,0.06,0.09,0.13,0.19,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2395035924727","39.9167261141047",c(-75.2395035924727, 39.9167261141047)
"3190","6124 LINDBERGH BLVD",0.05,0.08,0.11,0.17,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2223295511213","39.9231909161245",c(-75.2223295511213, 39.9231909161245)
"3191","2655 S 62ND ST",0.03,0.04,0.07,0.1,0.15,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2236012917924","39.9229757748646",c(-75.2236012917924, 39.9229757748646)
"3192","6504 ELMWOOD AVE",0.05,0.08,0.13,0.19,0.26,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2304801664708","39.9216658769617",c(-75.2304801664708, 39.9216658769617)
"3193","6308 GUYER AVE",0.03,0.04,0.07,0.1,0.15,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2251575656531","39.9205679465957",c(-75.2251575656531, 39.9205679465957)
"3194","7321 W PASSYUNK AVE",0.03,0.05,0.07,0.11,0.16,0.15,0.21,0.28,0.37,0.48,0.15,0.21,0.28,0.37,0.48,"Elmwood","-75.2420026084023","39.9135546414692",c(-75.2420026084023, 39.9135546414692)
"3195","2829 BITTERN PL",0.03,0.05,0.08,0.11,0.17,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2252375798618","39.9174019575175",c(-75.2252375798618, 39.9174019575175)
"3196","6217 HARLEY AVE",0.03,0.04,0.07,0.1,0.15,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2228924392952","39.9217000288941",c(-75.2228924392952, 39.9217000288941)
"3197","2557 S ROBINSON ST",0.03,0.05,0.07,0.11,0.16,0.11,0.16,0.22,0.3,0.39,0.11,0.16,0.22,0.3,0.39,"Elmwood","-75.2244928642979","39.9244555386",c(-75.2244928642979, 39.9244555386)
"3198","6715 HARLEY ST",0.05,0.07,0.11,0.17,0.24,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2284654812865","39.9159903746154",c(-75.2284654812865, 39.9159903746154)
"3199","7030 WHEELER ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2389778533811","39.9173428181508",c(-75.2389778533811, 39.9173428181508)
"3200","2536 SHIELDS ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.231624876781","39.9200933088551",c(-75.231624876781, 39.9200933088551)
"3201","6609 CORMORANT PL",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2278760253857","39.9177061065153",c(-75.2278760253857, 39.9177061065153)
"3202","6708 GUYER AVE",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2297846842779","39.91732420654",c(-75.2297846842779, 39.91732420654)
"3203","6210 BUIST AVE",0.04,0.06,0.1,0.14,0.21,0.11,0.16,0.22,0.3,0.39,0.11,0.16,0.22,0.3,0.39,"Elmwood","-75.2251642402395","39.9233048157223",c(-75.2251642402395, 39.9233048157223)
"3204","6901 GARMAN ST",0.03,0.05,0.07,0.11,0.16,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.234400895941","39.9166137662613",c(-75.234400895941, 39.9166137662613)
"3205","7131 THEODORE ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2390044846633","39.9149665305231",c(-75.2390044846633, 39.9149665305231)
"3206","6200 REEDLAND ST",0.04,0.06,0.1,0.14,0.21,0.11,0.16,0.23,0.31,0.41,0.11,0.16,0.23,0.31,0.41,"Elmwood","-75.2270166903404","39.9251322975673",c(-75.2270166903404, 39.9251322975673)
"3207","2625 MASSEY ST",0.03,0.05,0.07,0.11,0.16,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2333461072563","39.9170129384267",c(-75.2333461072563, 39.9170129384267)
"3208","2627 S 62ND ST",0.03,0.04,0.07,0.1,0.15,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2241484728616","39.9234345338273",c(-75.2241484728616, 39.9234345338273)
"3209","6317 REEDLAND ST",0.03,0.05,0.08,0.11,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2287856057252","39.9242795458881",c(-75.2287856057252, 39.9242795458881)
"3210","2606 HOLBROOK ST",0.05,0.08,0.12,0.18,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2364807507435","39.9153411365014",c(-75.2364807507435, 39.9153411365014)
"3211","2448 S EDGEWOOD ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2244491515786","39.9270398126607",c(-75.2244491515786, 39.9270398126607)
"3212","7213 ELMWOOD AVE",0,0.01,0.01,0.02,0.03,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2414368011935","39.9151812612112",c(-75.2414368011935, 39.9151812612112)
"3213","6007 BUIST AVE",0.05,0.07,0.11,0.16,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2221161373131","39.9252615503834",c(-75.2221161373131, 39.9252615503834)
"3214","2508 S 68TH ST",0.03,0.05,0.07,0.11,0.16,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.234326824783","39.918971971339",c(-75.234326824783, 39.918971971339)
"3215","2617 BONNAFFON ST",0.05,0.08,0.12,0.17,0.25,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2314291201455","39.9185968926119",c(-75.2314291201455, 39.9185968926119)
"3216","6200 WHEELER ST",0.04,0.07,0.1,0.15,0.22,0.11,0.16,0.22,0.3,0.4,0.11,0.16,0.22,0.3,0.4,"Elmwood","-75.2274619705829","39.9254858578443",c(-75.2274619705829, 39.9254858578443)
"3217","6340 GRAYS AVE",0.03,0.05,0.08,0.12,0.18,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2299265621891","39.924376161896",c(-75.2299265621891, 39.924376161896)
"3218","6542 GRAYS AVE",0.03,0.05,0.08,0.11,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2325572775779","39.9225304141565",c(-75.2325572775779, 39.9225304141565)
"3219","6027 LINDBERGH BLVD",0.03,0.05,0.08,0.12,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2222186854948","39.9243337047204",c(-75.2222186854948, 39.9243337047204)
"3220","2618 S 61ST ST",0.05,0.08,0.12,0.17,0.25,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2231698252781","39.9243664151128",c(-75.2231698252781, 39.9243664151128)
"3221","2619 MASSEY ST",0.03,0.05,0.07,0.11,0.16,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2334612987167","39.9171101164213",c(-75.2334612987167, 39.9171101164213)
"3222","2520 S 62ND ST",0.04,0.06,0.09,0.14,0.21,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.2260152800329","39.9244166472079",c(-75.2260152800329, 39.9244166472079)
"3223","2626 S 65TH ST",0.03,0.05,0.08,0.13,0.18,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2285513567177","39.9203661331581",c(-75.2285513567177, 39.9203661331581)
"3224","3022 S 68TH ST",0.03,0.05,0.07,0.11,0.16,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2279313967848","39.9136738018926",c(-75.2279313967848, 39.9136738018926)
"3225","6446 GLENMORE AVE",0.03,0.05,0.08,0.11,0.17,0.13,0.18,0.25,0.34,0.43,0.13,0.18,0.25,0.34,0.43,"Elmwood","-75.231752719611","39.9238278793613",c(-75.231752719611, 39.9238278793613)
"3226","6444 GLENMORE AVE",0.03,0.05,0.08,0.12,0.17,0.13,0.18,0.25,0.34,0.43,0.13,0.18,0.25,0.34,0.43,"Elmwood","-75.2317145990009","39.9238547478309",c(-75.2317145990009, 39.9238547478309)
"3227","2635 HOLBROOK ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.235645701897","39.9151001269637",c(-75.235645701897, 39.9151001269637)
"3228","2527 S 67TH ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2320381492932","39.9200415470201",c(-75.2320381492932, 39.9200415470201)
"3229","2534 S 64TH ST",0.05,0.07,0.11,0.16,0.24,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2284509526797","39.9222548238651",c(-75.2284509526797, 39.9222548238651)
"3230","2526 BONNAFFON ST",0.05,0.08,0.12,0.18,0.26,0.09,0.14,0.19,0.27,0.36,0.09,0.14,0.19,0.27,0.36,"Elmwood","-75.2329314018688","39.9194109714306",c(-75.2329314018688, 39.9194109714306)
"3231","2624 S 65TH ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2285874679835","39.9203975530594",c(-75.2285874679835, 39.9203975530594)
"3232","6752 DOREL ST",0.05,0.07,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2302996473369","39.9163056171069",c(-75.2302996473369, 39.9163056171069)
"3233","2601 CARROLL ST",0.04,0.07,0.1,0.15,0.22,0.09,0.13,0.19,0.27,0.35,0.09,0.13,0.19,0.27,0.35,"Elmwood","-75.2332956707365","39.9177731732679",c(-75.2332956707365, 39.9177731732679)
"3234","6015 BUIST AVE",0.05,0.07,0.11,0.16,0.24,0.11,0.16,0.23,0.31,0.41,0.11,0.16,0.23,0.31,0.41,"Elmwood","-75.2223449869932","39.9252399750701",c(-75.2223449869932, 39.9252399750701)
"3235","2630 SYLMAR ST",0.05,0.07,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2349942355211","39.9156840717632",c(-75.2349942355211, 39.9156840717632)
"3236","6636 GUYER AVE",0.05,0.07,0.11,0.16,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2290634585256","39.9178092303674",c(-75.2290634585256, 39.9178092303674)
"3237","6437 DOREL ST",0.03,0.05,0.08,0.12,0.17,0.13,0.19,0.26,0.34,0.44,0.13,0.19,0.26,0.34,0.44,"Elmwood","-75.2265156303889","39.9193603297874",c(-75.2265156303889, 39.9193603297874)
"3238","6128 WHEELER ST",0.04,0.06,0.1,0.15,0.21,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2263192628699","39.9262180560778",c(-75.2263192628699, 39.9262180560778)
"3239","6123 ELMWOOD AVE",0.03,0.05,0.07,0.11,0.16,0.12,0.17,0.24,0.33,0.43,0.12,0.17,0.24,0.33,0.43,"Elmwood","-75.2256116929653","39.9258264239855",c(-75.2256116929653, 39.9258264239855)
"3240","2647 S 66TH ST",0.05,0.07,0.11,0.16,0.24,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2289066151509","39.9194281784626",c(-75.2289066151509, 39.9194281784626)
"3241","6906 BUIST AVE",0.03,0.05,0.07,0.11,0.16,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2347124728456","39.9166786441164",c(-75.2347124728456, 39.9166786441164)
"3242","6902 DICKS AVE",0.03,0.04,0.07,0.1,0.15,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2332318786605","39.9155589935349",c(-75.2332318786605, 39.9155589935349)
"3243","6526 REEDLAND ST",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2313277897457","39.922068015153",c(-75.2313277897457, 39.922068015153)
"3244","6806 FINCH PL",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2287195282033","39.91408004209",c(-75.2287195282033, 39.91408004209)
"3245","2640 MASSEY ST",0.03,0.05,0.07,0.11,0.16,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.233344132951","39.9165354129864",c(-75.233344132951, 39.9165354129864)
"3246","6432 DICKS AVE",0.03,0.05,0.08,0.12,0.17,0.13,0.19,0.26,0.34,0.44,0.13,0.19,0.26,0.34,0.44,"Elmwood","-75.2269017883793","39.9200112206028",c(-75.2269017883793, 39.9200112206028)
"3247","2541 S 62ND ST",0.04,0.06,0.09,0.14,0.21,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2252767158826","39.9243791913645",c(-75.2252767158826, 39.9243791913645)
"3248","2515 S 61ST ST",0.05,0.08,0.12,0.18,0.25,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2242860517096","39.9258572012821",c(-75.2242860517096, 39.9258572012821)
"3249","2604 BONNAFFON ST",0.05,0.08,0.12,0.18,0.26,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2319494244474","39.9185850700516",c(-75.2319494244474, 39.9185850700516)
"3250","6424 BUIST AVE",0.05,0.08,0.12,0.17,0.25,0.1,0.14,0.2,0.27,0.36,0.1,0.14,0.2,0.27,0.36,"Elmwood","-75.2281568111909","39.9213034950101",c(-75.2281568111909, 39.9213034950101)
"3251","2525 S 69TH ST",0.05,0.07,0.11,0.16,0.23,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2352892662903","39.9178433012319",c(-75.2352892662903, 39.9178433012319)
"3252","2625 S 69TH ST",0.04,0.07,0.1,0.15,0.22,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2338626992993","39.9166446828889",c(-75.2338626992993, 39.9166446828889)
"3253","6711 GROVERS AVE",0.03,0.05,0.08,0.12,0.18,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2292727861372","39.9167543865423",c(-75.2292727861372, 39.9167543865423)
"3254","6934 REEDBIRD PL",0.03,0.04,0.07,0.1,0.16,0.11,0.16,0.22,0.3,0.4,0.11,0.16,0.22,0.3,0.4,"Elmwood","-75.2318557461771","39.9136666977162",c(-75.2318557461771, 39.9136666977162)
"3255","6204 WHEELER ST",0.04,0.07,0.1,0.15,0.22,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2275483106112","39.9254296571764",c(-75.2275483106112, 39.9254296571764)
"3256","6218 REEDLAND ST",0.03,0.04,0.07,0.1,0.15,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2273838926507","39.9248753404299",c(-75.2273838926507, 39.9248753404299)
"3257","2626 S ROBINSON ST",0.03,0.04,0.07,0.1,0.15,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2239663353687","39.9235639406502",c(-75.2239663353687, 39.9235639406502)
"3258","6337 WHEELER ST",0.05,0.08,0.12,0.17,0.25,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2295750750856","39.924363010943",c(-75.2295750750856, 39.924363010943)
"3259","2658 S DAGGETT ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.228469326976","39.9194163553396",c(-75.228469326976, 39.9194163553396)
"3260","7051 ELMWOOD AVE",0.04,0.06,0.09,0.13,0.19,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2389206148705","39.9164578356511",c(-75.2389206148705, 39.9164578356511)
"3261","6718 GROVERS AVE",0.03,0.05,0.08,0.12,0.17,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2290706448899","39.9162903361951",c(-75.2290706448899, 39.9162903361951)
"3262","2921 S DEWEY ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.34,0.43,0.13,0.18,0.25,0.34,0.43,"Elmwood","-75.2212174919488","39.9230058360674",c(-75.2212174919488, 39.9230058360674)
"3263","6518 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.18,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2309888105437","39.9214127249747",c(-75.2309888105437, 39.9214127249747)
"3264","2536 S 68TH ST",0.04,0.07,0.1,0.15,0.22,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.233779865725","39.9185098553292",c(-75.233779865725, 39.9185098553292)
"3265","7017 W PASSYUNK AVE",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.39,0.49,0.15,0.21,0.29,0.39,0.49,"Elmwood","-75.2347425700005","39.9142851536374",c(-75.2347425700005, 39.9142851536374)
"3266","6925 WAXWING PL",0.03,0.04,0.07,0.11,0.16,0.13,0.18,0.25,0.34,0.43,0.13,0.18,0.25,0.34,0.43,"Elmwood","-75.2315841862353","39.9135225587934",c(-75.2315841862353, 39.9135225587934)
"3267","6804 GUYER AVE",0.05,0.07,0.11,0.16,0.23,0.09,0.13,0.18,0.25,0.34,0.09,0.13,0.18,0.25,0.34,"Elmwood","-75.2312222705268","39.9163192362587",c(-75.2312222705268, 39.9163192362587)
"3268","6427 GUYER AVE",0.05,0.08,0.12,0.18,0.26,0.11,0.16,0.22,0.3,0.4,0.11,0.16,0.22,0.3,0.4,"Elmwood","-75.2267043029426","39.9198874691259",c(-75.2267043029426, 39.9198874691259)
"3269","2822 S 65TH ST",0.03,0.05,0.07,0.11,0.17,0.11,0.16,0.23,0.31,0.41,0.11,0.16,0.23,0.31,0.41,"Elmwood","-75.2252606255957","39.9180092425438",c(-75.2252606255957, 39.9180092425438)
"3270","6530 DICKS AVE",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2281166687278","39.9191377693646",c(-75.2281166687278, 39.9191377693646)
"3271","2656 S 66TH ST",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2291558383397","39.9189454137171",c(-75.2291558383397, 39.9189454137171)
