"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"3272","2551 S 67TH ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2315793873914","39.9196584860821",c(-75.2315793873914, 39.9196584860821)
"3273","7060 WHEELER ST",0.05,0.08,0.13,0.18,0.26,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2396227140044","39.9168945611589",c(-75.2396227140044, 39.9168945611589)
"3274","2519 S DEWEY ST",0.03,0.05,0.07,0.11,0.17,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2247616519616","39.925414662556",c(-75.2247616519616, 39.925414662556)
"3275","7233 W PASSYUNK AVE",0.03,0.05,0.07,0.11,0.16,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2405527407394","39.9137314415818",c(-75.2405527407394, 39.9137314415818)
"3276","2529 LLOYD ST",0.03,0.05,0.07,0.11,0.17,0.15,0.21,0.28,0.38,0.48,0.15,0.21,0.28,0.38,0.48,"Elmwood","-75.2404033838937","39.9140852040251",c(-75.2404033838937, 39.9140852040251)
"3277","2439 S MILLICK ST",0.05,0.08,0.12,0.17,0.25,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.2248073227349","39.9270103098669",c(-75.2248073227349, 39.9270103098669)
"3278","2550 S DEWEY ST",0.04,0.07,0.1,0.16,0.23,0.09,0.12,0.18,0.25,0.33,0.09,0.12,0.18,0.25,0.33,"Elmwood","-75.2244241212242","39.9246805509858",c(-75.2244241212242, 39.9246805509858)
"3279","2339 S 72ND ST",0.04,0.06,0.09,0.13,0.19,0.14,0.2,0.28,0.37,0.47,0.14,0.2,0.28,0.37,0.47,"Elmwood","-75.2417516410181","39.9165920131276",c(-75.2417516410181, 39.9165920131276)
"3280","6165 GRAYS AVE",0.03,0.05,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2278725469759","39.9263272343874",c(-75.2278725469759, 39.9263272343874)
"3281","6033 ELMWOOD AVE",0.05,0.08,0.11,0.17,0.24,0.1,0.14,0.2,0.27,0.36,0.1,0.14,0.2,0.27,0.36,"Elmwood","-75.2244135363007","39.9266578309877",c(-75.2244135363007, 39.9266578309877)
"3282","6625 DOREL ST",0.05,0.07,0.11,0.16,0.23,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2286492212598","39.9178547395335",c(-75.2286492212598, 39.9178547395335)
"3283","2657 S 68TH ST",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2316058163899","39.9172686688443",c(-75.2316058163899, 39.9172686688443)
"3284","2601 HOBSON ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2322103837215","39.9185201301477",c(-75.2322103837215, 39.9185201301477)
"3285","6756 DOREL ST",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2303858485144","39.9162442272149",c(-75.2303858485144, 39.9162442272149)
"3286","6905 THEODORE ST",0.03,0.05,0.08,0.11,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2354807307705","39.9173792888914",c(-75.2354807307705, 39.9173792888914)
"3287","2631 SHIELDS ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2299704220297","39.9192047212789",c(-75.2299704220297, 39.9192047212789)
"3288","6326 THEODORE ST",0.04,0.06,0.1,0.15,0.21,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2272351420339","39.9227469695151",c(-75.2272351420339, 39.9227469695151)
"3289","6022 BUIST AVE",0.03,0.05,0.07,0.11,0.17,0.12,0.17,0.24,0.33,0.43,0.12,0.17,0.24,0.33,0.43,"Elmwood","-75.2224274703902","39.9248047319028",c(-75.2224274703902, 39.9248047319028)
"3290","6529 BUIST AVE",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2298285119227","39.9206950810025",c(-75.2298285119227, 39.9206950810025)
"3291","6902 CHELWYNDE AVE",0.03,0.05,0.07,0.11,0.16,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2337814308132","39.9160217562334",c(-75.2337814308132, 39.9160217562334)
"3292","6158 GRAYS AVE",0.03,0.04,0.07,0.1,0.15,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2273853906493","39.9261343099107",c(-75.2273853906493, 39.9261343099107)
"3293","6143 WHEELER ST",0.04,0.06,0.1,0.14,0.21,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2268677948984","39.9262137835475",c(-75.2268677948984, 39.9262137835475)
"3294","2611 S 68TH ST",0.03,0.05,0.07,0.11,0.17,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2324955896573","39.9180188981767",c(-75.2324955896573, 39.9180188981767)
"3295","7144 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.18,0.24,0.33,0.43,0.53,0.63,0.24,0.33,0.43,0.53,0.63,"Elmwood","-75.240048603595","39.9150628652441",c(-75.240048603595, 39.9150628652441)
"3296","2528 S 66TH ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2311393370988","39.9206074383513",c(-75.2311393370988, 39.9206074383513)
"3297","2521 SHIELDS ST",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2315549322429","39.9205544182532",c(-75.2315549322429, 39.9205544182532)
"3298","6833 GUYER AVE",0.03,0.05,0.07,0.11,0.16,0.11,0.16,0.22,0.3,0.4,0.11,0.16,0.22,0.3,0.4,"Elmwood","-75.2320881332872","39.9161357356258",c(-75.2320881332872, 39.9161357356258)
"3299","6161 GRAYS AVE",0.04,0.07,0.1,0.15,0.22,0.1,0.14,0.2,0.27,0.36,0.1,0.14,0.2,0.27,0.36,"Elmwood","-75.2277880846685","39.9263862021366",c(-75.2277880846685, 39.9263862021366)
"3300","2541 S 67TH ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2317680176529","39.919815825487",c(-75.2317680176529, 39.919815825487)
"3301","6927 DICKS AVE",0.03,0.05,0.07,0.11,0.16,0.11,0.16,0.22,0.3,0.4,0.11,0.16,0.22,0.3,0.4,"Elmwood","-75.2341145553196","39.915518109796",c(-75.2341145553196, 39.915518109796)
"3302","6616 HARLEY ST",0.05,0.07,0.11,0.16,0.23,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2268594355765","39.9164499203437",c(-75.2268594355765, 39.9164499203437)
"3303","6750 GUYER AVE",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2306831166173","39.9166976765513",c(-75.2306831166173, 39.9166976765513)
"3304","6147 GRAYS AVE",0.03,0.04,0.07,0.1,0.15,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2274900304746","39.9265963630952",c(-75.2274900304746, 39.9265963630952)
"3305","6314 DICKS AVE",0.03,0.04,0.07,0.1,0.15,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2252459428005","39.9211424619294",c(-75.2252459428005, 39.9211424619294)
"3306","2656 MASSEY ST",0.03,0.05,0.07,0.11,0.16,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2330371480304","39.9162768359535",c(-75.2330371480304, 39.9162768359535)
"3307","7300 ELMWOOD AVE",0.05,0.07,0.11,0.16,0.23,0.2,0.27,0.37,0.47,0.57,0.2,0.27,0.37,0.47,0.57,"Elmwood","-75.2417190490881","39.913934198797",c(-75.2417190490881, 39.913934198797)
"3308","2431 S EDGEWOOD ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2244196151722","39.9275131028409",c(-75.2244196151722, 39.9275131028409)
"3309","6105 REEDLAND ST",0.03,0.05,0.07,0.11,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2256672976208","39.9264439030736",c(-75.2256672976208, 39.9264439030736)
"3310","7042 WHEELER ST",0.04,0.05,0.08,0.13,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2392342471705","39.9171642804567",c(-75.2392342471705, 39.9171642804567)
"3311","2543 S 71ST ST",0.04,0.05,0.08,0.13,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2375019800567","39.9152813267256",c(-75.2375019800567, 39.9152813267256)
"3312","6033 BUIST AVE",0.03,0.05,0.07,0.11,0.17,0.12,0.17,0.24,0.33,0.43,0.12,0.17,0.24,0.33,0.43,"Elmwood","-75.2228576121211","39.9251866692653",c(-75.2228576121211, 39.9251866692653)
"3313","7155 BUIST AVE",0.03,0.05,0.08,0.12,0.17,0.15,0.21,0.28,0.38,0.48,0.15,0.21,0.28,0.38,0.48,"Elmwood","-75.2390435854427","39.9142064806118",c(-75.2390435854427, 39.9142064806118)
"3314","6347 THEODORE ST",0.04,0.07,0.1,0.15,0.22,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2278438212736","39.9226854504513",c(-75.2278438212736, 39.9226854504513)
"3315","7103 BUIST AVE",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2379404160344","39.9149855017653",c(-75.2379404160344, 39.9149855017653)
"3316","6904 IBIS PL",0.03,0.05,0.07,0.11,0.17,0.13,0.18,0.25,0.33,0.43,0.13,0.18,0.25,0.33,0.43,"Elmwood","-75.2297310623742","39.913038722187",c(-75.2297310623742, 39.913038722187)
"3317","6517 DOREL ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2272274439377","39.9188526594658",c(-75.2272274439377, 39.9188526594658)
"3318","6623 HARLEY ST",0.04,0.07,0.1,0.16,0.22,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2276113830589","39.9165179034023",c(-75.2276113830589, 39.9165179034023)
"3319","6901 CHELWYNDE AVE",0.03,0.05,0.07,0.11,0.16,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2339912214984","39.9162669296823",c(-75.2339912214984, 39.9162669296823)
"3320","6735 DOREL ST",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2301631167155","39.9167983263613",c(-75.2301631167155, 39.9167983263613)
"3321","6515 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.18,0.18,0.25,0.34,0.44,0.54,0.18,0.25,0.34,0.44,0.54,"Elmwood","-75.2309170882244","39.922085163531",c(-75.2309170882244, 39.922085163531)
"3322","2643 SHIELDS ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2297368002153","39.919008612851",c(-75.2297368002153, 39.919008612851)
"3323","2511 HOBSON ST",0.04,0.06,0.09,0.13,0.19,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.233426846059","39.9195410816507",c(-75.233426846059, 39.9195410816507)
"3324","2325-33 S 72ND ST",0.05,0.08,0.12,0.18,0.26,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Elmwood","-75.2419583230303","39.9167343413766",c(-75.2419583230303, 39.9167343413766)
"3325","2504 S DEWEY ST",0.03,0.04,0.07,0.11,0.16,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2253180254685","39.925435472959",c(-75.2253180254685, 39.925435472959)
"3326","6702 DICKS AVE",0.05,0.08,0.12,0.17,0.25,0.09,0.13,0.18,0.25,0.34,0.09,0.13,0.18,0.25,0.34,"Elmwood","-75.2300971549889","39.9177655739865",c(-75.2300971549889, 39.9177655739865)
"3327","2836 S 64TH ST",0.04,0.07,0.1,0.15,0.22,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2240776187067","39.9190824751414",c(-75.2240776187067, 39.9190824751414)
"3328","3027 S 70TH ST",0.03,0.05,0.07,0.11,0.16,0.11,0.16,0.23,0.31,0.41,0.11,0.16,0.23,0.31,0.41,"Elmwood","-75.2303600043614","39.9117941970849",c(-75.2303600043614, 39.9117941970849)
"3329","6850 GREBE PL",0.03,0.05,0.07,0.11,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2296025665783","39.9132975930937",c(-75.2296025665783, 39.9132975930937)
"3330","2638 SYLMAR ST",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2348396259989","39.9155537704399",c(-75.2348396259989, 39.9155537704399)
"3331","6411 DICKS AVE",0.03,0.05,0.07,0.11,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2268125249897","39.9206429229755",c(-75.2268125249897, 39.9206429229755)
"3332","6741 HARLEY ST",0.05,0.07,0.11,0.16,0.24,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2290168016563","39.9156068259465",c(-75.2290168016563, 39.9156068259465)
"3333","7062 WHEELER ST",0.04,0.06,0.09,0.13,0.19,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2396670101118","39.9168641799975",c(-75.2396670101118, 39.9168641799975)
"3334","6153 ELMWOOD AVE",0.04,0.06,0.09,0.14,0.21,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.226243591563","39.9253837060891",c(-75.226243591563, 39.9253837060891)
"3335","6341 GRAYS AVE",0.03,0.05,0.08,0.12,0.18,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2304186846423","39.9246112767031",c(-75.2304186846423, 39.9246112767031)
"3336","2530 LLOYD ST",0.03,0.05,0.07,0.11,0.16,0.14,0.2,0.28,0.37,0.47,0.14,0.2,0.28,0.37,0.47,"Elmwood","-75.2406408555898","39.9138486650015",c(-75.2406408555898, 39.9138486650015)
"3337","6337 GUYER AVE",0.04,0.07,0.1,0.15,0.22,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2257537791315","39.92056067042",c(-75.2257537791315, 39.92056067042)
"3338","2655 S ROBINSON ST",0.03,0.05,0.07,0.11,0.16,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2231291221864","39.92331317991",c(-75.2231291221864, 39.92331317991)
"3339","6318 WHEELER ST",0.05,0.07,0.11,0.17,0.24,0.09,0.14,0.19,0.27,0.36,0.09,0.14,0.19,0.27,0.36,"Elmwood","-75.2289853449733","39.9243851563259",c(-75.2289853449733, 39.9243851563259)
"3340","6425 GARMAN ST",0.03,0.05,0.08,0.12,0.18,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2279879204579","39.9211635837739",c(-75.2279879204579, 39.9211635837739)
"3341","2909 S ROBINSON ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.33,0.43,0.13,0.18,0.25,0.33,0.43,"Elmwood","-75.221807163781","39.9226545159949",c(-75.221807163781, 39.9226545159949)
"3342","6151 HARLEY AVE",0.03,0.05,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.222458373731","39.9225822537562",c(-75.222458373731, 39.9225822537562)
"3343","6343 BUIST AVE",0.04,0.06,0.1,0.15,0.21,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2273724232256","39.9224090584099",c(-75.2273724232256, 39.9224090584099)
"3344","7043 BUIST AVE",0.05,0.08,0.12,0.18,0.25,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2372962581687","39.9155679587801",c(-75.2372962581687, 39.9155679587801)
"3345","6919 WAXWING PL",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.25,0.34,0.43,0.13,0.18,0.25,0.34,0.43,"Elmwood","-75.2313866688632","39.9136621307955",c(-75.2313866688632, 39.9136621307955)
"3346","2551 S DEWEY ST",0.03,0.05,0.08,0.11,0.17,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2241387120614","39.9248894438037",c(-75.2241387120614, 39.9248894438037)
"3347","7240 ELMWOOD AVE",0.03,0.05,0.07,0.11,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2411664999213","39.9142680935587",c(-75.2411664999213, 39.9142680935587)
"3348","2618 CARROLL ST",0.03,0.05,0.07,0.11,0.16,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2332554776178","39.917257876179",c(-75.2332554776178, 39.917257876179)
"3349","2524 HOBSON ST",0.05,0.08,0.12,0.17,0.25,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2334444953343","39.9191116063947",c(-75.2334444953343, 39.9191116063947)
"3350","6928 REEDBIRD PL",0.03,0.04,0.07,0.1,0.16,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2317047750892","39.9137730267627",c(-75.2317047750892, 39.9137730267627)
"3351","2648 HOLBROOK ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.235678761599","39.9146636726405",c(-75.235678761599, 39.9146636726405)
"3352","2514 LLOYD ST",0.03,0.05,0.07,0.11,0.17,0.15,0.21,0.28,0.38,0.48,0.15,0.21,0.28,0.38,0.48,"Elmwood","-75.2409485736344","39.9141071508429",c(-75.2409485736344, 39.9141071508429)
"3353","2612 MASSEY ST",0.03,0.04,0.07,0.1,0.15,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2338833646053","39.9169887087553",c(-75.2338833646053, 39.9169887087553)
"3354","2836 S SIMPSON ST",0.03,0.05,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.224470863067","39.9184946510172",c(-75.224470863067, 39.9184946510172)
"3355","2647 S DAGGETT ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2283636659644","39.9198512552477",c(-75.2283636659644, 39.9198512552477)
"3356","6914 DICKS AVE",0.07,0.11,0.16,0.23,0.32,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2334871480037","39.9153801573025",c(-75.2334871480037, 39.9153801573025)
"3357","2640 S 67TH ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2307772479862","39.9183341129862",c(-75.2307772479862, 39.9183341129862)
"3358","6405 GUYER AVE",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2261856083989","39.9202559313361",c(-75.2261856083989, 39.9202559313361)
"3359","6604 CORMORANT PL",0.03,0.05,0.07,0.11,0.17,0.13,0.18,0.26,0.34,0.44,0.13,0.18,0.26,0.34,0.44,"Elmwood","-75.2274628090392","39.9174769898338",c(-75.2274628090392, 39.9174769898338)
"3360","6514 THEODORE ST",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.229705207418","39.921048942331",c(-75.229705207418, 39.921048942331)
"3361","2335 S 63RD ST",0.05,0.07,0.11,0.17,0.24,0.11,0.16,0.23,0.31,0.41,0.11,0.16,0.23,0.31,0.41,"Elmwood","-75.229199365108","39.9255867121546",c(-75.229199365108, 39.9255867121546)
"3362","2635 S 64TH ST",0.03,0.05,0.07,0.11,0.16,0.12,0.17,0.24,0.33,0.43,0.12,0.17,0.24,0.33,0.43,"Elmwood","-75.2267423960314","39.9213680618293",c(-75.2267423960314, 39.9213680618293)
"3363","2451 S EDGEWOOD ST",0.05,0.08,0.12,0.17,0.25,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2240499873167","39.9272110665399",c(-75.2240499873167, 39.9272110665399)
"3364","2405 S MILLICK ST",0.05,0.08,0.12,0.17,0.25,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.2254199451415","39.9275299552687",c(-75.2254199451415, 39.9275299552687)
"3365","6900 CHELWYNDE AVE",0.04,0.07,0.1,0.15,0.22,0.08,0.12,0.17,0.24,0.32,0.08,0.12,0.17,0.24,0.32,"Elmwood","-75.2337379600704","39.9160521298553",c(-75.2337379600704, 39.9160521298553)
"3366","2606 MASSEY ST",0.03,0.04,0.07,0.1,0.15,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2339975448454","39.9170848693047",c(-75.2339975448454, 39.9170848693047)
"3367","2650 MASSEY ST",0.03,0.05,0.07,0.11,0.16,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2331530136062","39.9163737119433",c(-75.2331530136062, 39.9163737119433)
"3368","6223 BUIST AVE",0.04,0.06,0.1,0.14,0.21,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.226018385113","39.9234125240228",c(-75.226018385113, 39.9234125240228)
"3369","6213 ELMWOOD AVE",0.03,0.04,0.07,0.1,0.15,0.12,0.17,0.24,0.33,0.42,0.12,0.17,0.24,0.33,0.42,"Elmwood","-75.2270797417891","39.9248017129779",c(-75.2270797417891, 39.9248017129779)
"3370","6648 DOREL ST",0.05,0.07,0.11,0.16,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2288904228247","39.9172875755878",c(-75.2288904228247, 39.9172875755878)
"3371","6032 LINDBERGH BLVD",0.04,0.07,0.1,0.16,0.23,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Elmwood","-75.2215807343994","39.9242309589293",c(-75.2215807343994, 39.9242309589293)
"3372","6113 GRAYS AVE",0.03,0.05,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2267648032057","39.9271055606993",c(-75.2267648032057, 39.9271055606993)
"3373","2602 S 70TH ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2360620449357","39.9157624594761",c(-75.2360620449357, 39.9157624594761)
"3374","2630 HOLBROOK ST",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2360225703621","39.914953812673",c(-75.2360225703621, 39.914953812673)
"3375","2851 S SIMPSON ST",0.03,0.04,0.07,0.1,0.16,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Elmwood","-75.2238619685798","39.9186996623208",c(-75.2238619685798, 39.9186996623208)
"3376","6628 GUYER AVE",0.03,0.05,0.08,0.11,0.17,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2288912618627","39.9179278952032",c(-75.2288912618627, 39.9179278952032)
"3377","2839 BITTERN PL",0.03,0.05,0.08,0.12,0.17,0.11,0.16,0.23,0.31,0.41,0.11,0.16,0.23,0.31,0.41,"Elmwood","-75.2252895183539","39.9170967265087",c(-75.2252895183539, 39.9170967265087)
"3378","6238 DICKENS AVE",0.04,0.06,0.1,0.14,0.21,0.08,0.12,0.17,0.23,0.32,0.08,0.12,0.17,0.23,0.32,"Elmwood","-75.2263334749574","39.9235698997267",c(-75.2263334749574, 39.9235698997267)
"3379","7123 ELMWOOD AVE",0.04,0.06,0.08,0.13,0.19,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2398431678621","39.9158374999955",c(-75.2398431678621, 39.9158374999955)
"3380","6603 DOREL ST",0.05,0.07,0.11,0.16,0.23,0.1,0.14,0.2,0.27,0.36,0.1,0.14,0.2,0.27,0.36,"Elmwood","-75.2281750639587","39.9181837275355",c(-75.2281750639587, 39.9181837275355)
"3381","6418 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.18,0.14,0.19,0.27,0.36,0.46,0.14,0.19,0.27,0.36,0.46,"Elmwood","-75.229570288717","39.9221651866785",c(-75.229570288717, 39.9221651866785)
"3382","6629 GUYER AVE",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2291558647355","39.9181472611283",c(-75.2291558647355, 39.9181472611283)
"3383","6403 DICKS AVE",0.03,0.05,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2266449327618","39.9207602813444",c(-75.2266449327618, 39.9207602813444)
"3384","2820 BITTERN PL",0.03,0.05,0.08,0.12,0.18,0.11,0.16,0.23,0.31,0.41,0.11,0.16,0.23,0.31,0.41,"Elmwood","-75.225814265564","39.9170785687814",c(-75.225814265564, 39.9170785687814)
"3385","2659 S 66TH ST",0.05,0.07,0.11,0.17,0.24,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2286619073571","39.919222035603",c(-75.2286619073571, 39.919222035603)
"3386","2641 S 69TH ST",0.03,0.04,0.07,0.1,0.16,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2335536008583","39.9163858284542",c(-75.2335536008583, 39.9163858284542)
